Document ID,Image Path,Document Type,Text,X Coordinates,Y Coordinates,Width,Height,Relative Length,Slope,Normalized Coordinates,Category
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,VÄLJAANDJA,"[0.640625, 0.73339844, 0.73339844, 0.640625]","[0.8593041, 0.8593041, 0.8850227, 0.8850227]",0.09277344,0.0257186,3.607250783,0,"[(0.0006256103515625, 0.0013000062027231467), (0.0007162094140625, 0.0013000062027231467), (0.0007162094140625, 0.0013389148260211801), (0.0006256103515625, 0.0013389148260211801)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,AUTHORITY,"[0.7480469, 0.8330078, 0.8330078, 0.7480469]","[0.8593041, 0.8593041, 0.8850227, 0.8850227]",0.0849609,0.0257186,3.303480749,0,"[(0.00073051455078125, 0.0013000062027231467), (0.0008134841796875, 0.0013000062027231467), (0.0008134841796875, 0.0013389148260211801), (0.00073051455078125, 0.0013389148260211801)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,PPA,"[0.64160156, 0.69140625, 0.69140625, 0.64160156]","[0.89409983, 0.8956127, 0.9319213, 0.9304085]",0.04980469,0.03782147,1.316836442,0,"[(0.0006265640234375, 0.0013526472465960667), (0.000675201416015625, 0.0013549360060514373), (0.000675201416015625, 0.0014098658093797277), (0.0006265640234375, 0.0014075771558245084)]",User Data
0,X5QyQarnTvptzmiCAQKRNBWZBCnrZEJ4RV4X4r2tdqCjOnvst5tHbVNWd35wGwHL,estonia_none_idcard_design2,PBGB,"[0.70996094, 0.7753906, 0.7753906, 0.70996094]","[0.89409983, 0.8956127, 0.9334342, 0.9319213]",0.06542966,0.03933437,1.663422091,0,"[(0.00069332123046875, 0.0013526472465960667), (0.0007572173828125, 0.0013549360060514373), (0.0007572173828125, 0.0014121546142208774), (0.00069332123046875, 0.0014098658093797277)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,氏,"[0.057617188, 0.080078125, 0.08105469, 0.05859375]","[0.08549618, 0.08396947, 0.114503816, 0.11603054]",0.023437502,0.03206107,0.731026819,31.26720065,"[(5.626678515625e-05, 0.00013052851908396947), (7.82012939453125e-05, 0.00012819766412213742), (7.9154970703125e-05, 0.00017481498625954197), (5.7220458984375e-05, 0.00017714586259541984)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,名,"[0.08105469, 0.10253906, 0.103515625, 0.08203125]","[0.08396947, 0.082442746, 0.1129771, 0.114503816]",0.022460935,0.03206107,0.70056723,31.26725035,"[(7.9154970703125e-05, 0.00012819766412213742), (0.00010013580078125, 0.00012586678778625954), (0.0001010894775390625, 0.00017248412213740458), (8.0108642578125e-05, 0.00017481498625954197)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,証明,"[0.17089844, 0.3076172, 0.3076172, 0.17089844]","[0.082442746, 0.082442746, 0.12519084, 0.12519084]",0.13671876,0.042748094,3.198242242,0,"[(0.0001668930078125, 0.00012586678778625954), (0.000300407421875, 0.00012586678778625954), (0.000300407421875, 0.0001911310534351145), (0.0001668930078125, 0.0001911310534351145)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,明,"[0.27539062, 0.3076172, 0.3076172, 0.27539062]","[0.08091603, 0.08091603, 0.12519084, 0.12519084]",0.03222658,0.04427481,0.72787619,0,"[(0.00026893615234375, 0.00012353592366412213), (0.000300407421875, 0.00012353592366412213), (0.000300407421875, 0.0001911310534351145), (0.00026893615234375, 0.0001911310534351145)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,花,"[0.38183594, 0.41503906, 0.41503906, 0.38183594]","[0.08091603, 0.08091603, 0.12519084, 0.12519084]",0.03320312,0.04427481,0.749932524,0,"[(0.00037288666015625, 0.00012353592366412213), (0.00040531158203125, 0.00012353592366412213), (0.00040531158203125, 0.0001911310534351145), (0.00037288666015625, 0.0001911310534351145)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,花子,"[0.3828125, 0.51953125, 0.51953125, 0.3828125]","[0.082442746, 0.082442746, 0.12824428, 0.12824428]",0.13671875,0.045801534,2.985025567,0,"[(0.00037384033203125, 0.00012586678778625954), (0.000507354736328125, 0.00012586678778625954), (0.000507354736328125, 0.00019579279389312976), (0.00037384033203125, 0.00019579279389312976)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,昭和,"[0.65234375, 0.69140625, 0.69140625, 0.65234375]","[0.08396947, 0.08549618, 0.129771, 0.12824428]",0.0390625,0.04580153,0.852864522,0,"[(0.000637054443359375, 0.00012819766412213742), (0.000675201416015625, 0.00013052851908396947), (0.000675201416015625, 0.0001981236641221374), (0.000637054443359375, 0.00019579279389312976)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,60,"[0.6953125, 0.7324219, 0.7324219, 0.6953125]","[0.08396947, 0.08396947, 0.12824428, 0.12824428]",0.0371094,0.04427481,0.83816057,0,"[(0.00067901611328125, 0.00012819766412213742), (0.00071525576171875, 0.00012819766412213742), (0.00071525576171875, 0.00019579279389312976), (0.00067901611328125, 0.00019579279389312976)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,年,"[0.19628906, 0.21484375, 0.21484375, 0.19628906]","[0.81984735, 0.81984735, 0.870229, 0.870229]",0.01855469,0.05038165,0.368282698,0,"[(0.00019168853515625, 0.0012516753435114502), (0.000209808349609375, 0.0012516753435114502), (0.000209808349609375, 0.001328593893129771), (0.00019168853515625, 0.001328593893129771)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,10,"[0.29589844, 0.3359375, 0.3359375, 0.29589844]","[0.81832063, 0.81832063, 0.8687023, 0.8687023]",0.04003906,0.05038167,0.794714824,0,"[(0.0002889633203125, 0.0012493444732824426), (0.00032806396484375, 0.0012493444732824426), (0.00032806396484375, 0.0013262630534351145), (0.0002889633203125, 0.0013262630534351145)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,月,"[0.26757812, 0.28808594, 0.28808594, 0.26757812]","[0.87480915, 0.87480915, 0.92519087, 0.92519087]",0.02050782,0.05038172,0.407048826,0,"[(0.0002613067578125, 0.0013355864885496184), (0.00028133392578125, 0.0013355864885496184), (0.00028133392578125, 0.001412505145038168), (0.0002613067578125, 0.001412505145038168)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,9,"[0.8574219, 0.8730469, 0.8730469, 0.8574219]","[0.0870229, 0.0870229, 0.13129771, 0.13129771]",0.015625,0.04427481,0.352909476,0,"[(0.00083732607421875, 0.0001328593893129771), (0.00085258486328125, 0.0001328593893129771), (0.00085258486328125, 0.0002004545190839695), (0.00083732607421875, 0.0002004545190839695)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,日,"[0.3408203, 0.35839844, 0.35839844, 0.3408203]","[0.87480915, 0.87480915, 0.92519087, 0.92519087]",0.01757814,0.05038172,0.348899164,0,"[(0.00033283232421875, 0.0013355864885496184), (0.0003499984765625, 0.0013355864885496184), (0.0003499984765625, 0.001412505145038168), (0.00033283232421875, 0.001412505145038168)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,生,"[0.91503906, 0.93359375, 0.93359375, 0.91503906]","[0.08854962, 0.08854962, 0.13282442, 0.13282442]",0.01855469,0.0442748,0.419080154,0,"[(0.00089359283203125, 0.00013519025954198473), (0.000911712646484375, 0.00013519025954198473), (0.000911712646484375, 0.00020278537404580152), (0.00089359283203125, 0.00020278537404580152)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,住所,"[0.0546875, 0.103515625, 0.103515625, 0.0546875]","[0.21832061, 0.21832061, 0.27480915, 0.27480915]",0.048828125,0.05648854,0.864389928,0,"[(5.340576171875e-05, 0.00033331390839694654), (0.0001010894775390625, 0.00033331390839694654), (0.0001010894775390625, 0.0004195559541984733), (5.340576171875e-05, 0.0004195559541984733)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,東京,"[0.12792969, 0.20605469, 0.20605469, 0.12792969]","[0.21832061, 0.21832061, 0.27480915, 0.27480915]",0.078125,0.05648854,1.383023884,0,"[(0.000124931337890625, 0.00033331390839694654), (0.000201225283203125, 0.00033331390839694654), (0.000201225283203125, 0.0004195559541984733), (0.000124931337890625, 0.0004195559541984733)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,都,"[0.20898438, 0.24511719, 0.24511719, 0.20898438]","[0.21832061, 0.21832061, 0.27480915, 0.27480915]",0.03613281,0.05648854,0.639648502,0,"[(0.00020408630859375, 0.00033331390839694654), (0.000239372255859375, 0.00033331390839694654), (0.000239372255859375, 0.0004195559541984733), (0.00020408630859375, 0.0004195559541984733)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,千代田,"[0.24902344, 0.359375, 0.359375, 0.24902344]","[0.21984732, 0.22137405, 0.2778626, 0.27633587]",0.11035156,0.05801528,1.902111995,0,"[(0.000243186953125, 0.00033564476335877865), (0.0003509521484375, 0.0003379756488549618), (0.0003509521484375, 0.00042421770992366413), (0.000243186953125, 0.0004218868244274809)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,区,"[0.36816406, 0.3984375, 0.3984375, 0.36816406]","[0.21984732, 0.21984732, 0.27633587, 0.27633587]",0.03027344,0.05648855,0.535921704,0,"[(0.00035953521484375, 0.00033564476335877865), (0.00038909912109375, 0.00033564476335877865), (0.00038909912109375, 0.0004218868244274809), (0.00035953521484375, 0.0004218868244274809)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,123-40,"[0.40722656, 0.5439453, 0.5439453, 0.40722656]","[0.21984732, 0.22137405, 0.27938932, 0.2778626]",0.13671874,0.059542,2.296173121,0,"[(0.0003976821875, 0.00033564476335877865), (0.00053119658203125, 0.0003379756488549618), (0.00053119658203125, 0.00042654858015267174), (0.0003976821875, 0.00042421770992366413)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,交付,"[0.05859375, 0.10253906, 0.10253906, 0.05859375]","[0.29923666, 0.29923666, 0.32824427, 0.32824427]",0.04394531,0.02900761,1.514957971,0,"[(5.7220458984375e-05, 0.00045684986259541985), (0.00010013580078125, 0.00045684986259541985), (0.00010013580078125, 0.0005011362900763359), (5.7220458984375e-05, 0.0005011362900763359)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,平,"[0.15234375, 0.18652344, 0.18652344, 0.15234375]","[0.2946565, 0.2946565, 0.340458, 0.340458]",0.03417969,0.0458015,0.746257,0,"[(0.000148773193359375, 0.00044985725190839693), (0.000182151796875, 0.00044985725190839693), (0.000182151796875, 0.0005197832061068702), (0.000148773193359375, 0.0005197832061068702)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,成,"[0.18945312, 0.22167969, 0.22167969, 0.18945312]","[0.2946565, 0.2946565, 0.340458, 0.340458]",0.03222657,0.0458015,0.703613855,0,"[(0.0001850128125, 0.00044985725190839693), (0.000216484072265625, 0.00044985725190839693), (0.000216484072265625, 0.0005197832061068702), (0.0001850128125, 0.0005197832061068702)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,25,"[0.2265625, 0.2685547, 0.2685547, 0.2265625]","[0.2946565, 0.2946565, 0.340458, 0.340458]",0.0419922,0.0458015,0.916830235,0,"[(0.00022125244140625, 0.00044985725190839693), (0.00026226044921875, 0.00044985725190839693), (0.00026226044921875, 0.0005197832061068702), (0.00022125244140625, 0.0005197832061068702)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,4,"[0.41796875, 0.46484375, 0.46484375, 0.41796875]","[0.35877863, 0.35877863, 0.4351145, 0.4351145]",0.046875,0.07633587,0.614062563,0,"[(0.000408172607421875, 0.0005477536335877863), (0.000453948974609375, 0.0005477536335877863), (0.000453948974609375, 0.0006642969465648855), (0.000408172607421875, 0.0006642969465648855)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,20,"[0.38964844, 0.4326172, 0.4326172, 0.38964844]","[0.2946565, 0.2946565, 0.340458, 0.340458]",0.04296876,0.0458015,0.938151807,0,"[(0.0003805160546875, 0.00044985725190839693), (0.000422477734375, 0.00044985725190839693), (0.000422477734375, 0.0005197832061068702), (0.0003805160546875, 0.0005197832061068702)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,23250,"[0.48339844, 0.6064453, 0.6064453, 0.48339844]","[0.2946565, 0.2946565, 0.340458, 0.340458]",0.12304686,0.0458015,2.686524677,0,"[(0.0004720687890625, 0.00044985725190839693), (0.00059223173828125, 0.00044985725190839693), (0.00059223173828125, 0.0005197832061068702), (0.0004720687890625, 0.0005197832061068702)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,2025,"[0.05078125, 0.13964844, 0.13964844, 0.05078125]","[0.35877863, 0.35877863, 0.4351145, 0.4351145]",0.08886719,0.07633587,1.164160309,0,"[(4.9591064453125e-05, 0.0005477536335877863), (0.0001363754296875, 0.0005477536335877863), (0.0001363754296875, 0.0006642969465648855), (4.9591064453125e-05, 0.0006642969465648855)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,(,"[0.2861328, 0.2939453, 0.2939453, 0.2861328]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.0078125,0.0519084,0.150505506,0,"[(0.0002794265625, 0.0006876056030534351), (0.00028705595703125, 0.0006876056030534351), (0.00028705595703125, 0.0007668550687022902), (0.0002794265625, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,今,"[0.18652344, 0.21972656, 0.21972656, 0.18652344]","[0.35877863, 0.35877863, 0.4351145, 0.4351145]",0.03320312,0.07633587,0.434960917,0,"[(0.000182151796875, 0.0005477536335877863), (0.00021457671875, 0.0005477536335877863), (0.00021457671875, 0.0006642969465648855), (0.000182151796875, 0.0006642969465648855)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,和,"[0.12207031, 0.14355469, 0.14355469, 0.12207031]","[0.87633586, 0.87633586, 0.9267176, 0.9267176]",0.02148438,0.05038174,0.426431878,0,"[(0.000119209287109375, 0.0013379173435114503), (0.000140190126953125, 0.0013379173435114503), (0.000140190126953125, 0.0014148360305343511), (0.000119209287109375, 0.0014148360305343511)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,5,"[0.1484375, 0.18945312, 0.18945312, 0.1484375]","[0.81984735, 0.81984735, 0.870229, 0.870229]",0.04101562,0.05038165,0.814098387,0,"[(0.00014495849609375, 0.0012516753435114502), (0.0001850128125, 0.0012516753435114502), (0.0001850128125, 0.001328593893129771), (0.00014495849609375, 0.001328593893129771)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,),"[0.33789062, 0.34570312, 0.34570312, 0.33789062]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.0078125,0.0519084,0.150505506,0,"[(0.00032997130859375, 0.0006876056030534351), (0.000337600703125, 0.0006876056030534351), (0.000337600703125, 0.0007668550687022902), (0.00032997130859375, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,日下,"[0.46484375, 0.55078125, 0.55078125, 0.46484375]","[0.35877863, 0.35877863, 0.4351145, 0.4351145]",0.0859375,0.07633587,1.125781366,0,"[(0.000453948974609375, 0.0005477536335877863), (0.000537872314453125, 0.0005477536335877863), (0.000537872314453125, 0.0006642969465648855), (0.000453948974609375, 0.0006642969465648855)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,有效,"[0.5498047, 0.6113281, 0.6113281, 0.5498047]","[0.35877863, 0.35877863, 0.4351145, 0.4351145]",0.0615234,0.07633587,0.805956623,0,"[(0.00053691865234375, 0.0005477536335877863), (0.00059700009765625, 0.0005477536335877863), (0.00059700009765625, 0.0006642969465648855), (0.00053691865234375, 0.0006642969465648855)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,免許,"[0.63378906, 0.6689453, 0.66796875, 0.6328125]","[0.56030536, 0.56030536, 0.6946565, 0.6946565]",0.0361328,0.13435114,0.26894301,-137.5759196,"[(0.00061893462890625, 0.0008554280305343511), (0.00065326689453125, 0.0008554280305343511), (0.000652313232421875, 0.0010605442748091603), (0.00061798095703125, 0.0010605442748091603)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,の,"[0.09082031, 0.10546875, 0.10546875, 0.09082031]","[0.4610687, 0.4610687, 0.4854962, 0.4854962]",0.01464844,0.0244275,0.599670044,0,"[(8.8691708984375e-05, 0.000703921679389313), (0.000102996826171875, 0.000703921679389313), (0.000102996826171875, 0.0007412155725190839), (8.8691708984375e-05, 0.0007412155725190839)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,条件,"[0.055664062, 0.08984375, 0.08984375, 0.055664062]","[0.50992364, 0.50992364, 0.5374046, 0.5374046]",0.034179688,0.02748096,1.243758879,0,"[(5.4359435546875e-05, 0.0007785093740458015), (8.7738037109375e-05, 0.0007785093740458015), (8.7738037109375e-05, 0.0008204650381679389), (5.4359435546875e-05, 0.0008204650381679389)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,等,"[0.091796875, 0.107421875, 0.107421875, 0.091796875]","[0.50992364, 0.50992364, 0.5374046, 0.5374046]",0.015625,0.02748096,0.568575479,0,"[(8.96453857421875e-05, 0.0007785093740458015), (0.0001049041748046875, 0.0007785093740458015), (0.0001049041748046875, 0.0008204650381679389), (8.96453857421875e-05, 0.0008204650381679389)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,中,"[0.22070312, 0.23925781, 0.23925781, 0.22070312]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.01855469,0.0519084,0.357450625,0,"[(0.000215530390625, 0.0006876056030534351), (0.000233650205078125, 0.0006876056030534351), (0.000233650205078125, 0.0007668550687022902), (0.000215530390625, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,型車,"[0.24023438, 0.27734375, 0.27734375, 0.24023438]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.03710937,0.0519084,0.714901056,0,"[(0.00023460388671875, 0.0006876056030534351), (0.000270843505859375, 0.0006876056030534351), (0.000270843505859375, 0.0007668550687022902), (0.00023460388671875, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,8t,"[0.2998047, 0.32910156, 0.32910156, 0.2998047]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.02929686,0.0519084,0.564395358,0,"[(0.00029277802734375, 0.0006876056030534351), (0.0003213882421875, 0.0006876056030534351), (0.0003213882421875, 0.0007668550687022902), (0.00029277802734375, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,汇,"[0.35742188, 0.36914062, 0.36914062, 0.35742188]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.01171874,0.0519084,0.225758066,0,"[(0.0003490448046875, 0.0006876056030534351), (0.00036048888671875, 0.0006876056030534351), (0.00036048888671875, 0.0007668550687022902), (0.0003490448046875, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,限,"[0.37109375, 0.3876953, 0.3876953, 0.37109375]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.01660155,0.0519084,0.319823959,0,"[(0.000362396240234375, 0.0006876056030534351), (0.00037860869140625, 0.0006876056030534351), (0.00037860869140625, 0.0007668550687022902), (0.000362396240234375, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,る,"[0.39160156, 0.40527344, 0.40527344, 0.39160156]","[0.45038167, 0.45038167, 0.50229007, 0.50229007]",0.01367188,0.0519084,0.263384732,0,"[(0.0003824233984375, 0.0006876056030534351), (0.00039577484375, 0.0006876056030534351), (0.00039577484375, 0.0007668550687022902), (0.0003824233984375, 0.0007668550687022902)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,番号,"[0.043945312, 0.09082031, 0.09082031, 0.043945312]","[0.680916, 0.680916, 0.73435116, 0.73435116]",0.046874998,0.05343516,0.877231359,0,"[(4.291534375e-05, 0.0010395664122137404), (8.8691708984375e-05, 0.0010395664122137404), (8.8691708984375e-05, 0.0011211468091603053), (4.291534375e-05, 0.0011211468091603053)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,第,"[0.11035156, 0.13867188, 0.13867188, 0.11035156]","[0.680916, 0.680916, 0.73435116, 0.73435116]",0.02832032,0.05343516,0.529994109,0,"[(0.0001077651953125, 0.0010395664122137404), (0.0001354217578125, 0.0010395664122137404), (0.0001354217578125, 0.0011211468091603053), (0.0001077651953125, 0.0011211468091603053)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,3.39303E+11,"[0.1796875, 0.5107422, 0.5107422, 0.1796875]","[0.680916, 0.680916, 0.73435116, 0.73435116]",0.3310547,0.05343516,6.195446968,0,"[(0.00017547607421875, 0.0010395664122137404), (0.0004987716796875, 0.0010395664122137404), (0.0004987716796875, 0.0011211468091603053), (0.00017547607421875, 0.0011211468091603053)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,号,"[0.5439453, 0.57421875, 0.57421875, 0.5439453]","[0.680916, 0.680916, 0.73435116, 0.73435116]",0.03027345,0.05343516,0.56654551,0,"[(0.00053119658203125, 0.0010395664122137404), (0.000560760498046875, 0.0010395664122137404), (0.000560760498046875, 0.0011211468091603053), (0.00053119658203125, 0.0011211468091603053)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,二,"[0.045898438, 0.059570312, 0.059570312, 0.045898438]","[0.76183206, 0.76183206, 0.81832063, 0.81832063]",0.013671874,0.05648857,0.242029033,0,"[(4.4822693359375e-05, 0.0011631023816793893), (5.81741328125e-05, 0.0011631023816793893), (5.81741328125e-05, 0.0012493444732824426), (4.4822693359375e-05, 0.0012493444732824426)]",User Data
1,pFmUScvwlDvcW64gxrzOpyD28lKeAC1JADhEFS4OdzJ4RRQClnp6sbCzOfxPTVqj,japan_none_drivinglicense_design1,小说,"[0.0625, 0.09082031, 0.09082031, 0.0625]","[0.76183206, 0.76183206, 0.81832063, 0.81832063]",0.02832031,0.05648857,0.501345847,0,"[(6.103515625e-05, 0.0011631023816793893), (8.8691708984375e-05, 0.0011631023816793893), (8.8691708984375e-05, 0.0012493444732824426), (6.103515625e-05, 0.0012493444732824426)]",User Data
